20150601,0700,Mon,109791,109826,109728,109778,0,0,0,0,73186,0,-73186,-48790,0.0,0.0,0,-1,-1
20150601,0710,Mon,109778,109805,109776,109778,-13,-21,48,0,97580,82334,-15246,-26428,0.0,0.0,0,-1,-1
20150601,0720,Mon,109777,109794,109773,109789,-1,-11,-3,11,105719,96061,-9658,-15248,0.0,0.0,0,-1,-1
20150601,0730,Mon,109789,109792,109681,109684,12,-2,-92,-105,108362,102872,-5490,-8743,6878.4947,13756.9894,0,-1,-1
20150601,0740,Mon,109684,109695,109659,109664,-105,-97,-22,-20,109230,106268,-2962,-4889,3444.7696,6889.5392,0,-1,-1
20150601,0750,Mon,109664,109687,109642,109684,-20,-8,-17,20,109532,107976,-1556,-2667,1701.3595,3402.7189,0,-1,-1
20150601,0800,Mon,109684,109690,109648,109648,20,3,6,-36,109609,108812,-797,-1421,853.4604,1706.9208,0,-1,-1
20150601,0810,Mon,109648,109658,109633,109638,-36,-32,-15,-10,109628,109225,-403,-743,432.1184,864.2369,0,-1,-1
20150601,0820,Mon,109638,109643,109570,109573,-10,-15,-63,-65,109591,109399,-192,-376,223.1576,446.3153,0,-1,-1
20150601,0830,Mon,109571,109573,109521,109533,-67,-70,-49,-40,109552,109466,-86,-183,123.1828,246.3656,0,-1,-1
20150601,0840,Mon,109533,109594,109533,109555,-38,21,12,22,109554,109510,-44,-91,46.6297,93.2595,0,-1,-1
20150601,0850,Mon,109555,109583,109550,109569,22,-11,17,14,109564,109539,-25,-47,19.9332,39.8664,0,-1,-1
20150601,0900,Mon,109569,109622,109553,109586,14,39,3,17,109578,109562,-16,-27,14.9889,29.9778,0,-1,-1
20150601,0910,Mon,109587,109597,109498,109501,18,-25,-55,-85,109526,109531,5,-6,42.3045,84.6089,0,-1,-1
20150601,0920,Mon,109500,109505,109373,109438,-87,-92,-125,-63,109467,109484,17,9,65.3427,130.6854,0,-1,-1
20150601,0930,Mon,109438,109472,109390,109397,-62,-33,17,-41,109420,109440,20,16,43.1045,86.209,0,-1,-1
20150601,0940,Mon,109396,109415,109344,109373,-42,-57,-46,-24,109388,109406,18,17,27.0432,54.0864,0,-1,-1
20150601,0950,Mon,109372,109453,109359,109426,-24,38,15,53,109413,109416,3,7,27.7489,55.4977,0,-1,-1
20150601,1000,Mon,109426,109466,109400,109453,54,13,41,27,109439,109434,-5,-1,37.1753,74.3505,0,-1,-1
